1,114,0.95911,1,796.3,317.1,2,111,0,1.5005,0,569.7,317.1,569.7,450.9
2,103,0.72978,1,569.7,317.1,12,111,0,1.0001,1,569.7,450.9,683,251.7
3,103,0.62586,1,683,251.7,22,111,0,0.8958,1,796.3,317.1,796.3,450.9
4,103,0.8969,1,569.7,317.1,32,114,0,1.1749,1,796.3,450.9,683,251.7
5,103,0.62473,1,569.7,450.9,42,111,0,1.0835,1,796.3,450.9,683,251.7
6,103,0.66691,1,683,516.3,52,103,0,1.1042,1,683,516.3,569.7,450.9
7,114,0.9168,1,683,516.3,54,114,0,0.6663,1,569.7,450.9,796.3,317.1
8,114,0.91679,1,569.7,317.1,56,111,0,0.68729,1,569.7,450.9,683,516.3
9,103,0.79227,1,796.3,450.9,58,111,0,1.0004,1,796.3,450.9,683,251.7
10,103,0.67122,1,683,251.7,60,103,0,0.62421,1,796.3,450.9,796.3,317.1
11,114,0.68248,1,683,251.7,62,103,0,1.001,1,796.3,317.1,569.7,450.9
12,114,0.68779,1,569.7,317.1,72,111,0,1.0008,1,683,516.3,569.7,317.1
13,103,0.6878,1,796.3,450.9,82,111,0,0.70838,1,683,251.7,569.7,450.9
14,114,0.87394,1,569.7,450.9,84,111,0,0.91703,1,796.3,450.9,796.3,317.1
15,103,0.79261,1,796.3,317.1,94,111,0,0.77079,1,796.3,317.1,683,251.7
16,103,0.64566,1,796.3,317.1,104,114,0,0.75128,1,683,516.3,569.7,450.9
17,103,0.92421,1,683,516.3,114,103,0,0.66929,0,683,251.7,796.3,450.9
18,114,0.95869,1,796.3,317.1,124,111,0,0.66671,0,683,251.7,569.7,317.1
19,103,0.7092,1,569.7,450.9,134,111,0,0.6044,1,683,516.3,569.7,317.1
20,114,0.95393,1,569.7,317.1,136,111,0,1.5207,0,796.3,450.9,796.3,317.1
21,114,1.0002,1,683,251.7,138,114,0,0.6667,1,569.7,450.9,796.3,450.9
22,103,0.62503,1,796.3,317.1,148,111,0,1.0624,1,683,251.7,569.7,317.1
23,114,0.82459,1,796.3,317.1,150,114,0,1.417,1,569.7,317.1,683,251.7
24,103,0.56251,1,796.3,450.9,160,103,0,0.92562,1,796.3,450.9,796.3,317.1
25,114,0.64663,1,683,251.7,162,111,0,0.6457,1,569.7,450.9,683,251.7
26,103,0.72883,1,796.3,450.9,172,111,0,0.85449,0,796.3,317.1,683,516.3
27,114,0.74413,1,683,251.7,174,114,0,0.91647,1,569.7,450.9,569.7,317.1
28,114,0.70814,1,683,251.7,176,111,0,0.68725,1,569.7,317.1,796.3,317.1
29,103,0.60406,1,683,251.7,178,103,0,0.52104,1,569.7,317.1,796.3,317.1
30,114,0.70745,1,683,516.3,180,111,0,0.58329,1,569.7,317.1,569.7,450.9
31,114,0.70912,1,796.3,317.1,182,114,0,0.4572,1,569.7,317.1,796.3,450.9
32,103,0.5855,1,796.3,450.9,184,114,0,0.73984,1,796.3,450.9,569.7,317.1
33,114,0.72901,1,796.3,317.1,186,103,0,1.3752,1,569.7,317.1,683,251.7
34,103,0.52161,1,796.3,450.9,196,111,0,0.95774,1,683,516.3,796.3,450.9
35,114,0.60409,1,569.7,317.1,206,111,0,0.70844,0,683,251.7,683,516.3
36,114,0.6258,1,683,516.3,208,111,0,1.1043,1,683,516.3,796.3,317.1
37,114,0.54141,1,683,251.7,218,103,0,0.81237,1,796.3,450.9,569.7,450.9
38,103,0.72083,1,569.7,450.9,228,103,0,1.354,0,796.3,317.1,683,516.3
39,103,0.62554,1,683,516.3,238,114,0,1.0025,1,569.7,317.1,796.3,450.9
40,114,0.83353,0,569.7,450.9,238,111,0,0.56261,1,796.3,317.1,683,251.7
41,103,0.77163,1,683,516.3,248,103,0,0.97883,1,796.3,317.1,683,516.3
42,114,0.8329,1,569.7,450.9,258,111,0,0.79136,1,683,516.3,569.7,317.1
43,114,0.68124,1,569.7,317.1,260,111,0,0.83335,1,683,251.7,796.3,450.9
44,103,0.93747,1,796.3,317.1,262,103,0,0.81784,1,569.7,450.9,569.7,317.1
45,114,0.62571,1,569.7,317.1,264,114,0,0.5819,1,683,251.7,796.3,450.9
46,103,0.68778,1,796.3,450.9,274,111,0,1.1876,1,569.7,317.1,683,516.3
