1,103,0.89706,1,796.3,317.1,0.03,111,100,1.3757,1,796.3,450.9,796.3,317.1
2,103,0.77146,1,683,516.3,0.06,103,100,1.0215,1,569.7,450.9,683,251.7
3,103,0.57785,1,569.7,450.9,0.09,111,100,1.2089,0,683,251.7,683,516.3
4,114,0.70981,1,683,251.7,0.24,111,100,1.354,1,683,251.7,796.3,450.9
5,114,0.64572,1,796.3,317.1,0.39,114,99,1.1668,1,569.7,450.9,796.3,450.9
6,114,0.56407,1,796.3,450.9,0.42,111,99,0.81234,1,796.3,317.1,683,251.7
7,114,0.66816,1,683,516.3,0.45,103,100,1.1246,1,683,516.3,569.7,450.9
8,114,0.5834,1,569.7,450.9,0.6,114,100,1.1046,1,569.7,450.9,683,251.7
9,103,0.68779,1,683,516.3,0.63,103,99,0.83323,1,796.3,317.1,569.7,317.1
10,103,0.62512,1,683,516.3,0.66,111,99,0.97873,1,683,251.7,569.7,317.1
11,114,0.56326,1,569.7,450.9,0.81,111,99,1.3271,1,683,516.3,796.3,317.1
12,114,0.91662,1,683,251.7,0.84,111,99,1.3535,1,796.3,317.1,683,516.3
13,114,1,1,569.7,317.1,0.99,114,99,1.0413,1,683,251.7,683,516.3
14,114,0.91676,1,569.7,450.9,1.14,111,99,0.79171,1,569.7,450.9,683,516.3
15,103,0.90448,1,796.3,317.1,1.17,114,100,1.4576,1,796.3,450.9,683,516.3
16,103,0.70865,1,796.3,450.9,1.2,111,100,1.437,1,796.3,450.9,569.7,450.9
17,103,0.9589,1,683,516.3,1.23,103,100,0.89642,1,569.7,317.1,796.3,317.1
18,103,0.64557,1,796.3,317.1,1.38,114,100,1.0418,1,569.7,450.9,796.3,317.1
19,103,1.1675,1,683,516.3,1.41,111,100,0.91707,1,569.7,450.9,683,516.3
20,103,0.7925,1,569.7,450.9,1.56,103,99,0.74956,1,569.7,317.1,569.7,450.9
21,114,0.80429,1,683,251.7,1.71,111,99,0.86731,1,569.7,317.1,683,251.7
22,114,0.6674,1,796.3,317.1,1.74,114,99,0.85395,1,683,251.7,569.7,450.9
23,103,0.77071,1,683,516.3,1.77,103,99,0.88096,1,683,251.7,569.7,450.9
24,114,0.79234,1,683,251.7,1.92,111,99,0.85358,1,569.7,450.9,683,251.7
25,103,0.93785,1,796.3,450.9,1.95,111,100,1.0832,0,796.3,450.9,569.7,450.9
26,114,0.66711,1,683,251.7,2.1,103,99,0.72895,1,569.7,317.1,796.3,450.9
27,114,1.1045,1,796.3,450.9,2.25,103,100,1.291,1,796.3,450.9,569.7,317.1
28,114,1.2912,1,796.3,450.9,2.4,103,99,0.9792,1,683,516.3,569.7,450.9
29,103,0.69154,1,683,251.7,2.55,114,100,0.79134,1,683,516.3,569.7,450.9
30,103,0.95859,1,569.7,317.1,2.7,111,99,0.95834,1,569.7,317.1,683,516.3
31,114,0.72919,1,683,251.7,2.85,111,99,0.97652,1,683,251.7,683,516.3
32,114,0.6669,1,796.3,450.9,3,114,100,1.3954,1,569.7,317.1,796.3,317.1
33,114,0.77107,1,796.3,450.9,3.15,103,99,1.0205,1,796.3,317.1,569.7,317.1
34,114,0.97932,1,569.7,450.9,3.3,111,99,0.79153,1,796.3,450.9,569.7,317.1
35,114,0.79261,1,569.7,450.9,3.33,111,99,0.79209,1,683,251.7,569.7,450.9
36,114,0.83301,1,569.7,317.1,3.48,111,100,1.3125,1,683,516.3,683,251.7
37,114,0.77114,1,683,516.3,3.63,111,100,1.2912,1,569.7,317.1,796.3,450.9
38,103,1.104,1,569.7,450.9,3.78,103,100,1.375,1,569.7,450.9,683,251.7
39,103,0.75279,1,796.3,317.1,3.81,111,100,1.2081,1,796.3,317.1,683,251.7
40,114,0.7498,1,796.3,450.9,3.96,114,100,0.77088,1,796.3,450.9,796.3,317.1
41,103,0.91714,1,569.7,450.9,3.99,111,99,0.91653,1,569.7,317.1,796.3,317.1
42,114,0.81245,1,569.7,317.1,4.14,114,99,0.87506,1,683,516.3,796.3,450.9
43,103,0.62596,1,683,251.7,4.17,114,99,0.89537,1,683,516.3,796.3,450.9
