1,103,0.75647,1,796.3,450.9,0.15,103,100,0.62563,1,683,251.7,683,516.3
2,103,0.66735,1,683,251.7,0.3,114,100,1.1467,1,683,516.3,569.7,317.1
3,114,0.93828,1,569.7,317.1,0.33,114,100,1.0624,1,683,516.3,569.7,317.1
4,103,0.8132,1,796.3,450.9,0.48,111,99,0.83429,1,569.7,317.1,683,251.7
5,103,0.68794,1,569.7,317.1,0.63,114,99,0.97935,1,569.7,450.9,796.3,450.9
6,103,0.95974,0,569.7,450.9,0.63,111,99,0.66634,1,796.3,317.1,569.7,317.1
7,114,0.71016,1,569.7,317.1,0.66,114,99,0.62501,1,683,251.7,569.7,450.9
8,114,0.85406,1,796.3,450.9,0.69,114,100,0.81228,1,796.3,450.9,796.3,317.1
9,103,0.64644,0,569.7,317.1,0.69,103,99,0.64563,1,569.7,317.1,796.3,317.1
10,103,1.0862,1,569.7,450.9,0.72,111,99,0.81348,0,569.7,450.9,796.3,450.9
11,103,0.60393,1,569.7,317.1,0.87,114,100,0.74995,1,569.7,317.1,683,516.3
12,114,1.2714,1,683,251.7,1.02,111,99,0.72922,0,683,516.3,569.7,450.9
13,114,1.0006,1,683,516.3,1.05,111,99,0.7288,1,796.3,450.9,796.3,317.1
14,103,1.1042,1,796.3,450.9,1.2,103,99,0.52077,1,569.7,317.1,569.7,450.9
15,114,0.63207,1,796.3,317.1,1.23,114,99,0.83327,1,569.7,317.1,683,251.7
16,103,0.93807,1,569.7,450.9,1.38,114,100,0.56225,1,569.7,317.1,569.7,450.9
17,103,0.7501,1,569.7,317.1,1.53,111,100,0.85406,1,796.3,450.9,683,516.3
18,103,1.313,1,683,251.7,1.68,111,99,0.81228,1,569.7,450.9,796.3,450.9
19,103,0.68773,1,683,516.3,1.71,111,100,0.72916,1,569.7,450.9,683,251.7
20,114,0.771,1,796.3,450.9,1.74,111,100,0.79198,1,683,516.3,569.7,450.9
21,114,0.80019,1,569.7,450.9,1.77,111,99,0.54146,1,569.7,317.1,796.3,450.9
